subjID,condition,phase,target,correct_choice,wrong_choice,correct_order,trial_type,response,accuracy,catch_accuracy
2019-04-28-052735,words,test,ta_bo,ke_ta_bo,yi_tha_ya,2,pre-diff,2,1,1
2019-04-28-052735,words,test,ya_ji,ta_ya_ji,ya_ji_ta,1,post-pre,2,0,1
2019-04-28-052735,words,test,thi_wa,ye_thi_wa,thi_wa_ye,2,post-pre,1,0,1
2019-04-28-052735,words,test,me_thu,te_me_thu,me_thu_te,2,post-pre,1,0,1
2019-04-28-052735,words,test,te_ro,ri_te_ro,te_ro_ri,2,post-pre,1,0,1
2019-04-28-052735,words,test,ti_ne,yo_ti_ne,ti_ne_yo,2,post-pre,1,0,1
2019-04-28-052735,words,test,to_we,to_we_me,ne_re_ti,2,post-diff,2,1,1
2019-04-28-055246,shapes,test,cross_scalene,star_cross_scalene,cross_scalene_star,1,post-pre,1,1,0.8
2019-04-28-055246,shapes,test,parallelogram_scalene,kite_parallelogram_scalene,parallelogram_scalene_kite,1,post-pre,1,1,0.8
2019-04-28-055246,shapes,test,quatrefoil_octagon,quatrefoil_octagon_trapeze,pac_right_parallelogram,2,post-diff,2,1,0.8
2019-04-28-055246,shapes,test,hexagon_triangle,hexagon_triangle,hexagon_triangle_octagon,1,ident-post,2,0,0.8
2019-04-28-055246,shapes,test,hexagon_octagon,hexagon_octagon,hexagon_octagon_triangle,1,ident-post,1,1,0.8
2019-04-28-055246,shapes,test,hexagon_pentagon,hexagon_pentagon,hexagon_pentagon_right,2,ident-post,2,1,0.8
2019-04-28-055246,shapes,test,pac_cross,hexagon_pac_cross,pac_cross_hexagon,1,post-pre,1,1,0.8
2019-04-28-055246,shapes,test,triangle_star,circle_triangle_star,triangle_star_circle,2,post-pre,2,1,0.8
2019-04-28-055246,shapes,test,polygon_kite,right_polygon_kite,parallelogram_circle_scalene,2,pre-diff,2,1,0.8
2019-04-28-055246,shapes,test,kite_semicircle,right_kite_semicircle,kite_semicircle_right,2,post-pre,2,1,0.8
2019-04-28-055246,shapes,test,circle_cross,circle_cross,right_parallelogram_arrow,2,ident-diff,2,1,0.8
2019-04-28-055246,shapes,test,hexagon_heart,arrow_hexagon_heart,hexagon_heart_arrow,2,post-pre,2,1,0.8
2019-04-28-055246,shapes,test,kite_trapeze,kite_trapeze,heart_kite_trapeze,1,ident-pre,2,0,0.8
2019-04-28-055246,shapes,test,pac_diamond,pac_diamond,rectangle_cross_arrow,2,ident-diff,2,1,0.8
2019-04-28-055246,shapes,test,circle_star,circle_star,cross_circle_star,2,ident-pre,2,1,0.8
2019-04-28-055246,shapes,test,kite_triangle,square_kite_triangle,kite_triangle_square,2,post-pre,2,1,0.8
2019-04-28-055246,shapes,test,circle_trapeze,pac_circle_trapeze,circle_trapeze_pac,2,post-pre,2,1,0.8
2019-04-28-055246,shapes,test,circle_ellipse,pentagon_circle_ellipse,circle_ellipse_pentagon,1,post-pre,1,1,0.8
2019-04-28-055246,shapes,test,semicircle_arrow,diamond_semicircle_arrow,semicircle_arrow_diamond,2,post-pre,2,1,0.8
2019-04-28-055246,shapes,test,pac_trapeze,pac_trapeze,kite_star_right,1,ident-diff,1,1,0.8
2019-04-28-055246,shapes,test,rectangle_circle,pentagon_rectangle_circle,rectangle_circle_pentagon,2,post-pre,2,1,0.8
2019-04-28-055246,shapes,test,diamond_pentagon,diamond_pentagon_arrow,pac_hexagon_quatrefoil,1,post-diff,1,1,0.8
2019-04-28-055246,shapes,test,rectangle_ellipse,rectangle_ellipse,heart_rectangle_ellipse,2,ident-pre,2,1,0.8
2019-04-28-055246,shapes,test,arrow_trapeze,trefoil_arrow_trapeze,arrow_trapeze_trefoil,2,post-pre,2,1,0.8
2019-04-28-055246,shapes,test,pac_arrow,heart_pac_arrow,pac_arrow_heart,2,post-pre,2,1,0.8
2019-04-28-055246,shapes,test,arrow_ring,crescent_arrow_ring,arrow_ring_crescent,2,post-pre,2,1,0.8
2019-04-28-055246,shapes,test,rectangle_quatrefoil,diamond_rectangle_quatrefoil,rectangle_quatrefoil_diamond,2,post-pre,2,1,0.8
2019-04-28-055246,shapes,test,parallelogram_quatrefoil,heart_parallelogram_quatrefoil,parallelogram_quatrefoil_heart,1,post-pre,1,1,0.8
2019-04-28-055246,shapes,test,hexagon_trefoil,rectangle_hexagon_trefoil,hexagon_trefoil_rectangle,1,post-pre,1,1,0.8
2019-04-28-055246,shapes,test,semicircle_trapeze,square_semicircle_trapeze,semicircle_trapeze_square,1,post-pre,2,0,0.8
2019-04-28-055246,shapes,test,crescent_hexagon,ring_crescent_hexagon,crescent_hexagon_ring,1,post-pre,1,1,0.8
2019-04-28-055246,shapes,test,kite_square,semicircle_kite_square,kite_square_semicircle,1,post-pre,1,1,0.8
2019-04-28-055246,shapes,test,heart_trefoil,heart_trefoil_scalene,triangle_crescent_diamond,2,post-diff,2,1,0.8
2019-04-28-055246,shapes,test,parallelogram_trefoil,pac_parallelogram_trefoil,parallelogram_trefoil_pac,2,post-pre,2,1,0.8
2019-04-28-055246,shapes,test,circle_parallelogram,pentagon_circle_parallelogram,octagon_kite_semicircle,1,pre-diff,2,0,0.8
2019-04-28-055246,shapes,test,cross_square,ellipse_cross_square,cross_square_ellipse,1,post-pre,2,0,0.8
2019-04-28-055246,shapes,test,scalene_ellipse,pac_scalene_ellipse,scalene_ellipse_pac,2,post-pre,2,1,0.8
2019-04-28-055246,shapes,test,crescent_polygon,cross_crescent_polygon,square_octagon_circle,1,pre-diff,1,1,0.8
2019-04-28-055246,shapes,test,arrow_triangle,semicircle_arrow_triangle,arrow_triangle_semicircle,2,post-pre,1,0,0.8
2019-04-28-055246,shapes,test,polygon_scalene,quatrefoil_polygon_scalene,polygon_scalene_quatrefoil,1,post-pre,2,0,0.8
2019-04-28-060147,words,test,je_ta,je_ta_yi,bo_ye_ri,2,post-diff,2,1,0.933333333333333
2019-04-28-060147,words,test,yi_ya,je_yi_ya,yi_ya_je,2,post-pre,1,0,0.933333333333333
2019-04-28-060147,words,test,ri_thu,ju_ri_thu,ri_thu_ju,2,post-pre,1,0,0.933333333333333
2019-04-28-060147,words,test,re_me,bo_re_me,re_me_bo,1,post-pre,1,1,0.933333333333333
2019-04-28-060147,words,test,no_tho,re_no_tho,no_tho_re,2,post-pre,2,1,0.933333333333333
2019-04-28-060147,words,test,je_yu,ju_je_yu,je_yu_ju,2,post-pre,1,0,0.933333333333333
2019-04-28-060147,words,test,yu_ri,yu_ri,mo_no_we,1,ident-diff,1,1,0.933333333333333
2019-04-28-060147,words,test,ja_yu,bo_ja_yu,ra_bo_ju,2,pre-diff,2,1,0.933333333333333
2019-04-28-060147,words,test,yo_wa,ra_yo_wa,yo_wa_ra,2,post-pre,1,0,0.933333333333333
2019-04-28-060147,words,test,the_ko,ni_the_ko,we_bu_yo,1,pre-diff,1,1,0.933333333333333
2019-04-28-060147,words,test,ji_ni,the_ji_ni,ji_ni_the,1,post-pre,2,0,0.933333333333333
2019-04-28-060147,words,test,no_ni,thu_no_ni,no_ni_thu,1,post-pre,1,1,0.933333333333333
2019-04-28-060147,words,test,bo_tho,bo_tho_na,ja_ye_mo,2,post-diff,2,1,0.933333333333333
2019-04-28-060147,words,test,bu_ro,bu_ro,bu_ro_jo,1,ident-post,1,1,0.933333333333333
2019-04-28-060147,words,test,ja_we,wa_ja_we,ja_we_wa,1,post-pre,2,0,0.933333333333333
2019-04-28-060147,words,test,bo_te,bo_te,yo_no_ji,1,ident-diff,1,1,0.933333333333333
2019-04-28-060147,words,test,ne_the,ri_ne_the,ne_the_ri,2,post-pre,2,1,0.933333333333333
2019-04-28-060147,words,test,tha_yu,re_tha_yu,tha_yu_re,1,post-pre,2,0,0.933333333333333
2019-04-28-060147,words,test,bo_we,ye_bo_we,bo_we_ye,2,post-pre,1,0,0.933333333333333
2019-04-28-060147,words,test,to_me,jo_to_me,to_me_jo,1,post-pre,2,0,0.933333333333333
2019-04-28-060147,words,test,we_yi,thu_we_yi,we_yi_thu,2,post-pre,1,0,0.933333333333333
2019-04-28-060147,words,test,bu_ni,yo_bu_ni,bu_ni_yo,1,post-pre,2,0,0.933333333333333
2019-04-28-060147,words,test,tha_ne,tha_ne,tha_ne_ye,1,ident-post,1,1,0.933333333333333
2019-04-28-060147,words,test,bo_ti,bo_ti,bo_ti_ye,1,ident-post,2,0,0.933333333333333
2019-04-28-060147,words,test,ke_na,thi_ke_na,ke_na_thi,2,post-pre,1,0,0.933333333333333
2019-04-28-060147,words,test,te_to,na_te_to,te_to_na,1,post-pre,2,0,0.933333333333333
2019-04-28-060147,words,test,ri_ra,ri_ra,ta_ye_tha,2,ident-diff,2,1,0.933333333333333
2019-04-28-060147,words,test,re_wa,na_re_wa,re_wa_na,2,post-pre,1,0,0.933333333333333
2019-04-28-060147,words,test,jo_ra,ja_jo_ra,jo_ra_ja,2,post-pre,1,0,0.933333333333333
2019-04-28-060147,words,test,ja_bo,ya_ja_bo,ja_bo_ya,1,post-pre,2,0,0.933333333333333
2019-04-28-060147,words,test,yo_no,yo_no,te_yo_no,1,ident-pre,1,1,0.933333333333333
2019-04-28-060147,words,test,tha_ju,yo_tha_ju,yu_mo_jo,2,pre-diff,2,1,0.933333333333333
2019-04-28-060147,words,test,yo_re,to_yo_re,yo_re_to,2,post-pre,1,0,0.933333333333333
2019-04-28-060147,words,test,je_bo,yu_je_bo,je_bo_yu,2,post-pre,1,0,0.933333333333333
2019-04-28-060147,words,test,ya_wa,ya_wa,ju_ya_wa,2,ident-pre,2,1,0.933333333333333
2019-04-28-060147,words,test,je_ti,je_ti_yo,wa_tha_ja,2,post-diff,2,1,0.933333333333333
2019-04-28-060147,words,test,re_the,thu_re_the,re_the_thu,1,post-pre,2,0,0.933333333333333
2019-04-28-060147,words,test,yo_the,yo_the,ja_yo_the,2,ident-pre,2,1,0.933333333333333
2019-04-28-060147,words,test,re_mo,tho_re_mo,re_mo_tho,1,post-pre,2,0,0.933333333333333
2019-04-28-060147,words,test,ji_re,ya_ji_re,ji_re_ya,2,post-pre,1,0,0.933333333333333
2019-04-28-075650,shapes,test,pac_hexagon,ring_pac_hexagon,pac_hexagon_ring,1,post-pre,2,0,0.933333333333333
2019-04-28-075650,shapes,test,circle_arrow,quatrefoil_circle_arrow,circle_arrow_quatrefoil,2,post-pre,1,0,0.933333333333333
2019-04-28-075650,shapes,test,trapeze_square,triangle_trapeze_square,trapeze_square_triangle,1,post-pre,2,0,0.933333333333333
2019-04-28-075650,shapes,test,heart_hexagon,heart_hexagon,heart_hexagon_triangle,1,ident-post,2,0,0.933333333333333
2019-04-28-075650,shapes,test,pac_cross,pac_cross,parallelogram_pac_cross,1,ident-pre,1,1,0.933333333333333
2019-04-28-075650,shapes,test,circle_heart,rectangle_circle_heart,circle_heart_rectangle,1,post-pre,2,0,0.933333333333333
2019-04-28-075650,shapes,test,trapeze_right,scalene_trapeze_right,trapeze_right_scalene,2,post-pre,1,0,0.933333333333333
2019-04-28-075650,shapes,test,triangle_cross,square_triangle_cross,triangle_cross_square,1,post-pre,2,0,0.933333333333333
2019-04-28-075650,shapes,test,trapeze_scalene,ring_trapeze_scalene,trapeze_scalene_ring,1,post-pre,2,0,0.933333333333333
2019-04-28-075650,shapes,test,scalene_parallelogram,scalene_parallelogram,triangle_quatrefoil_diamond,1,ident-diff,1,1,0.933333333333333
2019-04-28-075650,shapes,test,circle_quatrefoil,circle_quatrefoil_trefoil,ring_square_triangle,1,post-diff,1,1,0.933333333333333
2019-04-28-075650,shapes,test,trapeze_rectangle,right_trapeze_rectangle,trapeze_rectangle_right,1,post-pre,2,0,0.933333333333333
2019-04-28-075650,shapes,test,arrow_square,trefoil_arrow_square,kite_heart_trapeze,2,pre-diff,2,1,0.933333333333333
2019-04-28-075650,shapes,test,octagon_cross,octagon_cross,scalene_ring_star,2,ident-diff,2,1,0.933333333333333
2019-04-28-075650,shapes,test,ellipse_diamond,hexagon_ellipse_diamond,ellipse_diamond_hexagon,1,post-pre,2,0,0.933333333333333
2019-04-28-075650,shapes,test,trapeze_parallelogram,semicircle_trapeze_parallelogram,trapeze_parallelogram_semicircle,2,post-pre,1,0,0.933333333333333
2019-04-28-075650,shapes,test,semicircle_rectangle,right_semicircle_rectangle,semicircle_rectangle_right,2,post-pre,1,0,0.933333333333333
2019-04-28-075650,shapes,test,parallelogram_pentagon,parallelogram_pentagon,kite_parallelogram_pentagon,2,ident-pre,2,1,0.933333333333333
2019-04-28-075650,shapes,test,crescent_cross,crescent_cross_rectangle,rectangle_triangle_arrow,1,post-diff,1,1,0.933333333333333
2019-04-28-075650,shapes,test,right_crescent,right_crescent,right_crescent_rectangle,2,ident-post,2,1,0.933333333333333
2019-04-28-075650,shapes,test,semicircle_crescent,ring_semicircle_crescent,semicircle_crescent_ring,2,post-pre,1,0,0.933333333333333
2019-04-28-075650,shapes,test,hexagon_pentagon,diamond_hexagon_pentagon,hexagon_pentagon_diamond,2,post-pre,1,0,0.933333333333333
2019-04-28-075650,shapes,test,polygon_star,quatrefoil_polygon_star,polygon_star_quatrefoil,2,post-pre,1,0,0.933333333333333
2019-04-28-075650,shapes,test,semicircle_star,semicircle_star,semicircle_star_hexagon,1,ident-post,1,1,0.933333333333333
2019-04-28-075650,shapes,test,polygon_hexagon,right_polygon_hexagon,polygon_hexagon_right,1,post-pre,2,0,0.933333333333333
2019-04-28-075650,shapes,test,circle_trefoil,octagon_circle_trefoil,circle_trefoil_octagon,2,post-pre,1,0,0.933333333333333
2019-04-28-075650,shapes,test,triangle_pentagon,diamond_triangle_pentagon,triangle_pentagon_diamond,1,post-pre,2,0,0.933333333333333
2019-04-28-075650,shapes,test,parallelogram_octagon,pac_parallelogram_octagon,parallelogram_octagon_pac,1,post-pre,2,0,0.933333333333333
2019-04-28-075650,shapes,test,heart_cross,parallelogram_heart_cross,heart_cross_parallelogram,2,post-pre,1,0,0.933333333333333
2019-04-28-075650,shapes,test,ellipse_rectangle,scalene_ellipse_rectangle,trefoil_triangle_star,2,pre-diff,2,1,0.933333333333333
2019-04-28-075650,shapes,test,polygon_right,polygon_right,trefoil_polygon_right,1,ident-pre,1,1,0.933333333333333
2019-04-28-075650,shapes,test,trapeze_trefoil,cross_trapeze_trefoil,arrow_pac_octagon,2,pre-diff,2,1,0.933333333333333
2019-04-28-075650,shapes,test,parallelogram_right,parallelogram_right_ellipse,kite_cross_arrow,1,post-diff,1,1,0.933333333333333
2019-04-28-075650,shapes,test,circle_crescent,kite_circle_crescent,circle_crescent_kite,2,post-pre,1,0,0.933333333333333
2019-04-28-075650,shapes,test,circle_octagon,parallelogram_circle_octagon,circle_octagon_parallelogram,2,post-pre,1,0,0.933333333333333
2019-04-28-075650,shapes,test,kite_heart,rectangle_kite_heart,kite_heart_rectangle,1,post-pre,2,0,0.933333333333333
2019-04-28-075650,shapes,test,parallelogram_triangle,pentagon_parallelogram_triangle,parallelogram_triangle_pentagon,2,post-pre,1,0,0.933333333333333
2019-04-28-075650,shapes,test,pac_right,rectangle_pac_right,pac_right_rectangle,1,post-pre,2,0,0.933333333333333
2019-04-28-075650,shapes,test,semicircle_pentagon,triangle_semicircle_pentagon,semicircle_pentagon_triangle,1,post-pre,2,0,0.933333333333333
2019-04-28-075650,shapes,test,parallelogram_diamond,parallelogram_diamond,heart_star_cross,1,ident-diff,1,1,0.933333333333333
2019-04-28-094633,words,test,ni_to,mo_ni_to,ni_to_mo,1,post-pre,2,0,1
2019-04-28-094633,words,test,yu_tha,yu_tha_ya,je_ji_jo,2,post-diff,2,1,1
2019-04-28-094633,words,test,ye_jo,tha_ye_jo,ye_jo_tha,1,post-pre,2,0,1
2019-04-28-094633,words,test,yo_wa,te_yo_wa,yo_wa_te,1,post-pre,1,1,1
2019-04-28-094633,words,test,thu_ne,ti_thu_ne,no_wa_mo,1,pre-diff,1,1,1
2019-04-28-094633,words,test,the_ji,no_the_ji,the_ji_no,1,post-pre,1,1,1
2019-04-28-094633,words,test,ro_ke,ri_ro_ke,ro_ke_ri,2,post-pre,2,1,1
2019-04-28-094633,words,test,ja_to,re_ja_to,ja_to_re,1,post-pre,1,1,1
2019-04-28-094633,words,test,ju_ta,ye_ju_ta,ju_ta_ye,2,post-pre,1,0,1
2019-04-28-094633,words,test,ja_ju,ri_ja_ju,ja_ju_ri,1,post-pre,1,1,1
2019-04-28-094633,words,test,ja_wa,ja_wa_ni,ko_je_tho,1,post-diff,1,1,1
2019-04-28-094633,words,test,ye_no,ra_ye_no,ye_no_ra,2,post-pre,1,0,1
2019-04-28-094633,words,test,tho_ke,tho_ke,tho_ke_wa,2,ident-post,2,1,1
2019-04-28-094633,words,test,yi_to,no_yi_to,yi_to_no,2,post-pre,1,0,1
2019-04-28-094633,words,test,ta_na,ji_ta_na,ta_na_ji,2,post-pre,2,1,1
2019-04-28-094633,words,test,ni_we,ni_we,ta_ni_we,1,ident-pre,1,1,1
2019-04-28-094633,words,test,yu_yi,no_yu_yi,yu_yi_no,1,post-pre,2,0,1
2019-04-28-094633,words,test,bu_ji,ro_bu_ji,bu_ji_ro,1,post-pre,1,1,1
2019-04-28-094633,words,test,bu_mo,te_bu_mo,bu_mo_te,2,post-pre,1,0,1
2019-04-28-094633,words,test,je_no,mo_je_no,je_no_mo,2,post-pre,1,0,1
2019-04-28-094633,words,test,we_ke,we_ke,ro_ti_ni,2,ident-diff,2,1,1
2019-04-28-094633,words,test,bo_jo,ta_bo_jo,bo_jo_ta,1,post-pre,2,0,1
2019-04-28-094633,words,test,yu_yo,to_yu_yo,tha_re_no,2,pre-diff,2,1,1
2019-04-28-094633,words,test,ja_ke,ja_ke,to_yo_ne,1,ident-diff,1,1,1
2019-04-28-094633,words,test,yu_ko,no_yu_ko,ji_ju_ne,2,pre-diff,2,1,1
2019-04-28-094633,words,test,yu_je,wa_yu_je,yu_je_wa,2,post-pre,2,1,1
2019-04-28-094633,words,test,ja_ya,we_ja_ya,ja_ya_we,2,post-pre,2,1,1
2019-04-28-094633,words,test,we_na,we_na,ko_we_na,2,ident-pre,2,1,1
2019-04-28-094633,words,test,we_ya,ti_we_ya,we_ya_ti,1,post-pre,1,1,1
2019-04-28-094633,words,test,ji_je,ji_je,wa_ji_je,1,ident-pre,1,1,1
2019-04-28-094633,words,test,mo_thi,mo_thi,bo_ye_to,1,ident-diff,1,1,1
2019-04-28-094633,words,test,ta_mo,no_ta_mo,ta_mo_no,1,post-pre,2,0,1
2019-04-28-094633,words,test,na_ne,ye_na_ne,na_ne_ye,2,post-pre,1,0,1
2019-04-28-094633,words,test,yi_ji,to_yi_ji,yi_ji_to,2,post-pre,1,0,1
2019-04-28-094633,words,test,ro_na,ro_na,ro_na_jo,1,ident-post,1,1,1
2019-04-28-094633,words,test,ta_ko,me_ta_ko,ta_ko_me,1,post-pre,1,1,1
2019-04-28-094633,words,test,we_re,we_re_mo,yi_ne_tho,1,post-diff,1,1,1
2019-04-28-094633,words,test,wa_jo,ne_wa_jo,wa_jo_ne,2,post-pre,1,0,1
2019-04-28-094633,words,test,ro_ne,re_ro_ne,ro_ne_re,2,post-pre,1,0,1
2019-04-28-094633,words,test,yu_na,yu_na,yu_na_thu,1,ident-post,1,1,1
2019-04-29-052012,words,test,je_bo,tha_je_bo,je_bo_tha,2,post-pre,1,0,0.933333333333333
2019-04-29-052012,words,test,re_te,ro_re_te,re_te_ro,2,post-pre,1,0,0.933333333333333
2019-04-29-052012,words,test,ji_ra,ro_ji_ra,ji_ra_ro,2,post-pre,1,0,0.933333333333333
2019-04-29-052012,words,test,yu_tho,na_yu_tho,yu_tho_na,2,post-pre,1,0,0.933333333333333
2019-04-29-052012,words,test,na_yi,na_yi,wa_ja_thu,2,ident-diff,2,1,0.933333333333333
2019-04-29-052012,words,test,ti_yi,ti_yi,ti_yi_ta,1,ident-post,1,1,0.933333333333333
2019-04-29-052012,words,test,tho_ju,to_tho_ju,tho_ju_to,2,post-pre,1,0,0.933333333333333
2019-04-29-052012,words,test,mo_me,mo_me,ji_we_ra,2,ident-diff,2,1,0.933333333333333
2019-04-29-052012,words,test,jo_to,jo_to,ye_na_the,2,ident-diff,2,1,0.933333333333333
2019-04-29-052012,words,test,thi_ju,ja_thi_ju,ra_ni_tho,1,pre-diff,1,1,0.933333333333333
2019-04-29-052012,words,test,me_yi,thi_me_yi,me_yi_thi,1,post-pre,2,0,0.933333333333333
2019-04-29-052012,words,test,yu_we,yu_we_thu,je_the_ti,1,post-diff,1,1,0.933333333333333
2019-04-29-052012,words,test,ja_na,ja_na_ra,no_bo_thi,1,post-diff,1,1,0.933333333333333
2019-04-29-052012,words,test,no_ti,ni_no_ti,no_ti_ni,2,post-pre,1,0,0.933333333333333
2019-04-29-052012,words,test,ri_to,ji_ri_to,ri_to_ji,1,post-pre,2,0,0.933333333333333
2019-04-29-052012,words,test,ri_na,bo_ri_na,ri_na_bo,2,post-pre,1,0,0.933333333333333
2019-04-29-052012,words,test,ke_the,ke_the,ke_the_ni,1,ident-post,1,1,0.933333333333333
2019-04-29-052012,words,test,no_thi,ya_no_thi,no_thi_ya,1,post-pre,2,0,0.933333333333333
2019-04-29-052012,words,test,bu_tho,bu_tho,jo_bu_tho,1,ident-pre,1,1,0.933333333333333
2019-04-29-052012,words,test,yu_jo,te_yu_jo,yu_jo_te,1,post-pre,2,0,0.933333333333333
2019-04-29-052012,words,test,bu_ti,ro_bu_ti,bu_ti_ro,1,post-pre,2,0,0.933333333333333
2019-04-29-052012,words,test,ri_bo,yu_ri_bo,ri_bo_yu,2,post-pre,1,0,0.933333333333333
2019-04-29-052012,words,test,no_ji,ne_no_ji,no_ji_ne,2,post-pre,1,0,0.933333333333333
2019-04-29-052012,words,test,ne_ni,ne_ni,ne_ni_yo,1,ident-post,1,1,0.933333333333333
2019-04-29-052012,words,test,yu_ju,ra_yu_ju,yu_ju_ra,1,post-pre,2,0,0.933333333333333
2019-04-29-052012,words,test,ni_yo,the_ni_yo,ni_yo_the,1,post-pre,2,0,0.933333333333333
2019-04-29-052012,words,test,re_ko,yi_re_ko,re_ko_yi,2,post-pre,1,0,0.933333333333333
2019-04-29-052012,words,test,ra_thu,ra_thu,ko_ra_thu,2,ident-pre,2,1,0.933333333333333
2019-04-29-052012,words,test,tha_yo,jo_tha_yo,tha_yo_jo,1,post-pre,2,0,0.933333333333333
2019-04-29-052012,words,test,ri_thu,mo_ri_thu,ri_thu_mo,1,post-pre,2,0,0.933333333333333
2019-04-29-052012,words,test,ta_wa,ju_ta_wa,ta_wa_ju,2,post-pre,1,0,0.933333333333333
2019-04-29-052012,words,test,tho_ti,ri_tho_ti,tho_ti_ri,2,post-pre,1,0,0.933333333333333
2019-04-29-052012,words,test,ju_wa,no_ju_wa,ju_wa_no,2,post-pre,1,0,0.933333333333333
2019-04-29-052012,words,test,re_ti,re_ti,ro_re_ti,2,ident-pre,2,1,0.933333333333333
2019-04-29-052012,words,test,ke_thi,ke_thi_no,yo_ja_thu,1,post-diff,1,1,0.933333333333333
2019-04-29-052012,words,test,tha_ju,yi_tha_ju,tha_ju_yi,2,post-pre,1,0,0.933333333333333
2019-04-29-052012,words,test,ye_ju,bo_ye_ju,ye_ju_bo,1,post-pre,2,0,0.933333333333333
2019-04-29-052012,words,test,bo_na,wa_bo_na,mo_the_ko,2,pre-diff,1,0,0.933333333333333
2019-04-29-052012,words,test,ne_re,ji_ne_re,ne_re_ji,2,post-pre,1,0,0.933333333333333
2019-04-29-052012,words,test,yo_wa,to_yo_wa,tho_jo_ro,2,pre-diff,2,1,0.933333333333333
2019-04-29-053224,words,test,yi_ya,yi_ya,ko_we_ni,1,ident-diff,2,0,0.733333333333333
2019-04-29-053224,words,test,ju_wa,ji_ju_wa,ju_wa_ji,2,post-pre,1,0,0.733333333333333
2019-04-29-053224,words,test,bo_ye,na_bo_ye,bo_ye_na,1,post-pre,1,1,0.733333333333333
2019-04-29-053224,words,test,tho_the,ti_tho_the,je_ri_ju,2,pre-diff,2,1,0.733333333333333
2019-04-29-053224,words,test,yo_mo,ke_yo_mo,yu_thu_ke,2,pre-diff,2,1,0.733333333333333
2019-04-29-053224,words,test,bu_the,thi_bu_the,bu_the_thi,2,post-pre,1,0,0.733333333333333
2019-04-29-053224,words,test,ju_ni,tho_ju_ni,ju_ni_tho,2,post-pre,1,0,0.733333333333333
2019-04-29-053224,words,test,ja_je,thu_ja_je,ja_je_thu,1,post-pre,1,1,0.733333333333333
2019-04-29-053224,words,test,thi_wa,je_thi_wa,thi_wa_je,1,post-pre,2,0,0.733333333333333
2019-04-29-053224,words,test,thu_yu,ni_thu_yu,thu_yu_ni,2,post-pre,1,0,0.733333333333333
2019-04-29-053224,words,test,no_me,no_me,no_me_ro,1,ident-post,2,0,0.733333333333333
2019-04-29-053224,words,test,ri_tha,ji_ri_tha,ri_tha_ji,1,post-pre,2,0,0.733333333333333
2019-04-29-053224,words,test,te_na,te_na_ri,ti_tha_yi,2,post-diff,2,1,0.733333333333333
2019-04-29-053224,words,test,ra_wa,ra_wa,ti_no_ri,1,ident-diff,1,1,0.733333333333333
2019-04-29-053224,words,test,ji_yo,ya_ji_yo,ji_yo_ya,1,post-pre,2,0,0.733333333333333
2019-04-29-053224,words,test,we_thu,ti_we_thu,we_thu_ti,2,post-pre,1,0,0.733333333333333
2019-04-29-053224,words,test,to_bu,to_bu,ro_to_bu,1,ident-pre,1,1,0.733333333333333
2019-04-29-053224,words,test,bu_ta,ya_bu_ta,bu_ta_ya,1,post-pre,2,0,0.733333333333333
2019-04-29-053224,words,test,yo_ni,to_yo_ni,yo_ni_to,2,post-pre,1,0,0.733333333333333
2019-04-29-053224,words,test,bo_tha,ra_bo_tha,bo_tha_ra,1,post-pre,2,0,0.733333333333333
2019-04-29-053224,words,test,mo_yu,ta_mo_yu,mo_yu_ta,2,post-pre,1,0,0.733333333333333
2019-04-29-053224,words,test,ji_ye,ji_ye_ri,bo_wa_the,1,post-diff,1,1,0.733333333333333
2019-04-29-053224,words,test,jo_yu,jo_yu,bo_jo_yu,2,ident-pre,1,0,0.733333333333333
2019-04-29-053224,words,test,ye_yo,thi_ye_yo,ye_yo_thi,2,post-pre,2,1,0.733333333333333
2019-04-29-053224,words,test,te_yo,te_yo,te_yo_ya,2,ident-post,2,1,0.733333333333333
2019-04-29-053224,words,test,ye_thu,mo_ye_thu,ye_thu_mo,2,post-pre,1,0,0.733333333333333
2019-04-29-053224,words,test,bo_ne,ri_bo_ne,bo_ne_ri,1,post-pre,2,0,0.733333333333333
2019-04-29-053224,words,test,ta_yu,bo_ta_yu,ta_yu_bo,1,post-pre,2,0,0.733333333333333
2019-04-29-053224,words,test,tho_we,tho_we_me,wa_ke_jo,1,post-diff,1,1,0.733333333333333
2019-04-29-053224,words,test,yi_me,je_yi_me,yi_me_je,2,post-pre,1,0,0.733333333333333
2019-04-29-053224,words,test,ti_ya,ti_ya,ti_ya_to,2,ident-post,1,0,0.733333333333333
2019-04-29-053224,words,test,ji_thi,yu_ji_thi,na_thu_ke,1,pre-diff,1,1,0.733333333333333
2019-04-29-053224,words,test,mo_ni,te_mo_ni,mo_ni_te,1,post-pre,2,0,0.733333333333333
2019-04-29-053224,words,test,to_ni,to_ni,tha_to_ni,1,ident-pre,1,1,0.733333333333333
2019-04-29-053224,words,test,to_ra,to_ra,bu_yi_jo,1,ident-diff,1,1,0.733333333333333
2019-04-29-053224,words,test,ta_jo,the_ta_jo,ta_jo_the,1,post-pre,2,0,0.733333333333333
2019-04-29-053224,words,test,thi_ju,yi_thi_ju,thi_ju_yi,1,post-pre,1,1,0.733333333333333
2019-04-29-053224,words,test,ja_thu,ju_ja_thu,ja_thu_ju,2,post-pre,1,0,0.733333333333333
