condition,subjID,phase,trial,trial_type,target,correct_order,correct,wrong,strategy,strategy_coded,lang1,lang1_rating,lang2,lang2_rating,lang3,lang3_rating,lang4,lang4_rating,response,accuracy,catch_accuracy,language,correct_choice,wrong_choice
shapes,9GJ5H1T6,test,34,post-pre,circle-pentagon,1,circle-pentagon-trapeze,trapeze-circle-pentagon,If the first two shapes were in the same order as the original two shapes I always picked that one was being the most similar. The other questions seemed to have objectively correct answers so I picked those answers as well.,beginning,German,4,1,4,NA,NA,NA,NA,1,1,1,English,NA,NA
shapes,9GJ5H1T6,test,35,post-pre,ellipse-pentagon,1,ellipse-pentagon-semicircle,semicircle-ellipse-pentagon,If the first two shapes were in the same order as the original two shapes I always picked that one was being the most similar. The other questions seemed to have objectively correct answers so I picked those answers as well.,beginning,German,4,1,4,NA,NA,NA,NA,1,1,1,English,NA,NA
shapes,9GJ5H1T6,test,36,ident-pre,pentagon-right,2,pentagon-right,polygon-pentagon-right,If the first two shapes were in the same order as the original two shapes I always picked that one was being the most similar. The other questions seemed to have objectively correct answers so I picked those answers as well.,beginning,German,4,1,4,NA,NA,NA,NA,2,1,1,English,NA,NA
shapes,9GJ5H1T6,test,37,post-pre,kite-semicircle,2,kite-semicircle-diamond,diamond-kite-semicircle,If the first two shapes were in the same order as the original two shapes I always picked that one was being the most similar. The other questions seemed to have objectively correct answers so I picked those answers as well.,beginning,German,4,1,4,NA,NA,NA,NA,2,1,1,English,NA,NA
shapes,9GJ5H1T6,test,38,ident-diff,arrow-heart,1,arrow-heart,octagon-polygon-cross,If the first two shapes were in the same order as the original two shapes I always picked that one was being the most similar. The other questions seemed to have objectively correct answers so I picked those answers as well.,beginning,German,4,1,4,NA,NA,NA,NA,1,1,1,English,NA,NA
shapes,9GJ5H1T6,test,39,post-pre,circle-crescent,1,circle-crescent-trefoil,trefoil-circle-crescent,If the first two shapes were in the same order as the original two shapes I always picked that one was being the most similar. The other questions seemed to have objectively correct answers so I picked those answers as well.,beginning,German,4,1,4,NA,NA,NA,NA,1,1,1,English,NA,NA
shapes,6D9MIFQW,test,0,pre-diff,rectangle-square,1,triangle-rectangle-square,parallelogram-kite-crescent,Not really. I had to guess for a lot of them,no_strategy,English,10,1,1,NA,NA,NA,NA,1,1,1,English,NA,NA
shapes,6D9MIFQW,test,1,pre-diff,octagon-polygon,1,rectangle-octagon-polygon,quatrefoil-ring-square,Not really. I had to guess for a lot of them,no_strategy,English,10,1,1,NA,NA,NA,NA,1,1,1,English,NA,NA
shapes,6D9MIFQW,test,0,post-pre,kite-square,1,kite-square-octagon,octagon-kite-square,Not really. I had to guess for a lot of them,no_strategy,English,10,1,1,NA,NA,NA,NA,1,1,1,English,NA,NA
shapes,6D9MIFQW,test,1,post-pre,ellipse-kite,2,ellipse-kite-heart,heart-ellipse-kite,Not really. I had to guess for a lot of them,no_strategy,English,10,1,1,NA,NA,NA,NA,1,0,1,English,NA,NA
shapes,6D9MIFQW,test,2,post-pre,arrow-pentagon,2,arrow-pentagon-scalene,scalene-arrow-pentagon,Not really. I had to guess for a lot of them,no_strategy,English,10,1,1,NA,NA,NA,NA,1,0,1,English,NA,NA
shapes,6D9MIFQW,test,3,post-pre,kite-trapeze,1,kite-trapeze-circle,circle-kite-trapeze,Not really. I had to guess for a lot of them,no_strategy,English,10,1,1,NA,NA,NA,NA,1,1,1,English,NA,NA
shapes,6D9MIFQW,test,4,post-pre,octagon-scalene,2,octagon-scalene-rectangle,rectangle-octagon-scalene,Not really. I had to guess for a lot of them,no_strategy,English,10,1,1,NA,NA,NA,NA,1,0,1,English,NA,NA
shapes,6D9MIFQW,test,5,post-pre,pac-quatrefoil,2,pac-quatrefoil-star,star-pac-quatrefoil,Not really. I had to guess for a lot of them,no_strategy,English,10,1,1,NA,NA,NA,NA,2,1,1,English,NA,NA
shapes,6D9MIFQW,test,6,post-pre,cross-right,1,cross-right-square,square-cross-right,Not really. I had to guess for a lot of them,no_strategy,English,10,1,1,NA,NA,NA,NA,1,1,1,English,NA,NA
shapes,6D9MIFQW,test,7,post-diff,diamond-octagon,1,diamond-octagon-parallelogram,circle-square-octagon,Not really. I had to guess for a lot of them,no_strategy,English,10,1,1,NA,NA,NA,NA,1,1,1,English,NA,NA
shapes,6D9MIFQW,test,8,ident-pre,diamond-heart,1,diamond-heart,polygon-diamond-heart,Not really. I had to guess for a lot of them,no_strategy,English,10,1,1,NA,NA,NA,NA,1,1,1,English,NA,NA
shapes,6D9MIFQW,test,9,ident-diff,rectangle-semicircle,1,rectangle-semicircle,parallelogram-ellipse-polygon,Not really. I had to guess for a lot of them,no_strategy,English,10,1,1,NA,NA,NA,NA,1,1,1,English,NA,NA
shapes,6D9MIFQW,test,10,pre-diff,arrow-trapeze,2,right-arrow-trapeze,right-star-rectangle,Not really. I had to guess for a lot of them,no_strategy,English,10,1,1,NA,NA,NA,NA,2,1,1,English,NA,NA
shapes,6D9MIFQW,test,11,post-pre,rectangle-star,1,rectangle-star-hexagon,hexagon-rectangle-star,Not really. I had to guess for a lot of them,no_strategy,English,10,1,1,NA,NA,NA,NA,1,1,1,English,NA,NA
shapes,6D9MIFQW,test,12,post-pre,kite-pentagon,2,kite-pentagon-square,square-kite-pentagon,Not really. I had to guess for a lot of them,no_strategy,English,10,1,1,NA,NA,NA,NA,2,1,1,English,NA,NA
shapes,6D9MIFQW,test,13,ident-pre,ellipse-trapeze,1,ellipse-trapeze,ring-ellipse-trapeze,Not really. I had to guess for a lot of them,no_strategy,English,10,1,1,NA,NA,NA,NA,1,1,1,English,NA,NA
shapes,6D9MIFQW,test,14,post-pre,diamond-polygon,2,diamond-polygon-ellipse,ellipse-diamond-polygon,Not really. I had to guess for a lot of them,no_strategy,English,10,1,1,NA,NA,NA,NA,2,1,1,English,NA,NA
shapes,6D9MIFQW,test,15,pre-diff,pac-triangle,2,crescent-pac-triangle,semicircle-cross-heart,Not really. I had to guess for a lot of them,no_strategy,English,10,1,1,NA,NA,NA,NA,2,1,1,English,NA,NA
shapes,6D9MIFQW,test,16,ident-post,pac-right,2,pac-right,pac-right-ring,Not really. I had to guess for a lot of them,no_strategy,English,10,1,1,NA,NA,NA,NA,2,1,1,English,NA,NA
shapes,6D9MIFQW,test,17,post-pre,heart-hexagon,1,heart-hexagon-triangle,triangle-heart-hexagon,Not really. I had to guess for a lot of them,no_strategy,English,10,1,1,NA,NA,NA,NA,1,1,1,English,NA,NA
shapes,6D9MIFQW,test,18,ident-pre,kite-ring,2,kite-ring,pentagon-kite-ring,Not really. I had to guess for a lot of them,no_strategy,English,10,1,1,NA,NA,NA,NA,2,1,1,English,NA,NA
shapes,6D9MIFQW,test,19,ident-post,hexagon-star,2,hexagon-star,hexagon-star-parallelogram,Not really. I had to guess for a lot of them,no_strategy,English,10,1,1,NA,NA,NA,NA,2,1,1,English,NA,NA
shapes,6D9MIFQW,test,20,post-pre,rectangle-right,2,rectangle-right-octagon,octagon-rectangle-right,Not really. I had to guess for a lot of them,no_strategy,English,10,1,1,NA,NA,NA,NA,2,1,1,English,NA,NA
shapes,6D9MIFQW,test,21,ident-diff,right-triangle,2,right-triangle,ring-hexagon-scalene,Not really. I had to guess for a lot of them,no_strategy,English,10,1,1,NA,NA,NA,NA,2,1,1,English,NA,NA
shapes,6D9MIFQW,test,22,post-pre,hexagon-trapeze,2,hexagon-trapeze-scalene,scalene-hexagon-trapeze,Not really. I had to guess for a lot of them,no_strategy,English,10,1,1,NA,NA,NA,NA,2,1,1,English,NA,NA
shapes,6D9MIFQW,test,23,post-diff,diamond-quatrefoil,1,diamond-quatrefoil-trefoil,pentagon-scalene-heart,Not really. I had to guess for a lot of them,no_strategy,English,10,1,1,NA,NA,NA,NA,1,1,1,English,NA,NA
shapes,6D9MIFQW,test,24,post-pre,diamond-semicircle,1,diamond-semicircle-cross,cross-diamond-semicircle,Not really. I had to guess for a lot of them,no_strategy,English,10,1,1,NA,NA,NA,NA,1,1,1,English,NA,NA
shapes,6D9MIFQW,test,25,pre-diff,parallelogram-quatrefoil,2,kite-parallelogram-quatrefoil,square-heart-cross,Not really. I had to guess for a lot of them,no_strategy,English,10,1,1,NA,NA,NA,NA,2,1,1,English,NA,NA
shapes,6D9MIFQW,test,26,post-pre,polygon-right,1,polygon-right-kite,kite-polygon-right,Not really. I had to guess for a lot of them,no_strategy,English,10,1,1,NA,NA,NA,NA,2,0,1,English,NA,NA
shapes,6D9MIFQW,test,27,post-pre,hexagon-parallelogram,2,hexagon-parallelogram-ring,ring-hexagon-parallelogram,Not really. I had to guess for a lot of them,no_strategy,English,10,1,1,NA,NA,NA,NA,2,1,1,English,NA,NA
shapes,6D9MIFQW,test,28,post-pre,pentagon-scalene,1,pentagon-scalene-parallelogram,parallelogram-pentagon-scalene,Not really. I had to guess for a lot of them,no_strategy,English,10,1,1,NA,NA,NA,NA,1,1,1,English,NA,NA
shapes,6D9MIFQW,test,29,post-pre,ellipse-right,1,ellipse-right-arrow,arrow-ellipse-right,Not really. I had to guess for a lot of them,no_strategy,English,10,1,1,NA,NA,NA,NA,2,0,1,English,NA,NA
shapes,6D9MIFQW,test,30,ident-diff,diamond-scalene,1,diamond-scalene,octagon-scalene-cross,Not really. I had to guess for a lot of them,no_strategy,English,10,1,1,NA,NA,NA,NA,1,1,1,English,NA,NA
shapes,6D9MIFQW,test,31,post-diff,pac-square,2,pac-square-diamond,trapeze-semicircle-quatrefoil,Not really. I had to guess for a lot of them,no_strategy,English,10,1,1,NA,NA,NA,NA,2,1,1,English,NA,NA
shapes,6D9MIFQW,test,32,post-pre,quatrefoil-rectangle,2,quatrefoil-rectangle-hexagon,hexagon-quatrefoil-rectangle,Not really. I had to guess for a lot of them,no_strategy,English,10,1,1,NA,NA,NA,NA,2,1,1,English,NA,NA
shapes,6D9MIFQW,test,33,ident-post,pac-trapeze,1,pac-trapeze,pac-trapeze-pentagon,Not really. I had to guess for a lot of them,no_strategy,English,10,1,1,NA,NA,NA,NA,1,1,1,English,NA,NA
shapes,6D9MIFQW,test,34,post-pre,kite-right,2,kite-right-octagon,octagon-kite-right,Not really. I had to guess for a lot of them,no_strategy,English,10,1,1,NA,NA,NA,NA,2,1,1,English,NA,NA
shapes,6D9MIFQW,test,35,post-pre,polygon-trefoil,1,polygon-trefoil-heart,heart-polygon-trefoil,Not really. I had to guess for a lot of them,no_strategy,English,10,1,1,NA,NA,NA,NA,1,1,1,English,NA,NA
shapes,6D9MIFQW,test,36,post-pre,cross-hexagon,1,cross-hexagon-star,star-cross-hexagon,Not really. I had to guess for a lot of them,no_strategy,English,10,1,1,NA,NA,NA,NA,1,1,1,English,NA,NA
shapes,6D9MIFQW,test,37,post-pre,octagon-square,2,octagon-square-scalene,scalene-octagon-square,Not really. I had to guess for a lot of them,no_strategy,English,10,1,1,NA,NA,NA,NA,2,1,1,English,NA,NA
shapes,6D9MIFQW,test,38,post-pre,trapeze-triangle,1,trapeze-triangle-rectangle,rectangle-trapeze-triangle,Not really. I had to guess for a lot of them,no_strategy,English,10,1,1,NA,NA,NA,NA,1,1,1,English,NA,NA
shapes,6D9MIFQW,test,39,post-pre,cross-scalene,1,cross-scalene-polygon,polygon-cross-scalene,Not really. I had to guess for a lot of them,no_strategy,English,10,1,1,NA,NA,NA,NA,1,1,1,English,NA,NA
shapes,XRKN5ZG6,test,0,post-diff,polygon-trapeze,1,polygon-trapeze-arrow,square-diamond-trapeze,Oh my gosh,no_strategy,English,10,NA,NA,NA,NA,NA,NA,2,0,0.823529412,English,NA,NA
shapes,XRKN5ZG6,test,1,pre-diff,arrow-scalene,2,crescent-arrow-scalene,triangle-rectangle-cross,Oh my gosh,no_strategy,English,10,NA,NA,NA,NA,NA,NA,2,1,0.823529412,English,NA,NA
shapes,XRKN5ZG6,test,0,post-pre,parallelogram-pentagon,1,parallelogram-pentagon-right,right-parallelogram-pentagon,Oh my gosh,no_strategy,English,10,NA,NA,NA,NA,NA,NA,2,0,0.823529412,English,NA,NA
shapes,XRKN5ZG6,test,1,post-pre,cross-triangle,1,cross-triangle-ellipse,ellipse-cross-triangle,Oh my gosh,no_strategy,English,10,NA,NA,NA,NA,NA,NA,1,1,0.823529412,English,NA,NA
shapes,XRKN5ZG6,test,2,post-pre,polygon-ring,2,polygon-ring-hexagon,hexagon-polygon-ring,Oh my gosh,no_strategy,English,10,NA,NA,NA,NA,NA,NA,2,1,0.823529412,English,NA,NA
shapes,XRKN5ZG6,test,3,ident-diff,arrow-triangle,2,arrow-triangle,ring-octagon-pac,Oh my gosh,no_strategy,English,10,NA,NA,NA,NA,NA,NA,2,1,0.823529412,English,NA,NA
shapes,XRKN5ZG6,test,4,post-pre,circle-octagon,1,circle-octagon-ellipse,ellipse-circle-octagon,Oh my gosh,no_strategy,English,10,NA,NA,NA,NA,NA,NA,2,0,0.823529412,English,NA,NA
shapes,XRKN5ZG6,test,5,post-pre,kite-right,1,kite-right-pac,pac-kite-right,Oh my gosh,no_strategy,English,10,NA,NA,NA,NA,NA,NA,2,0,0.823529412,English,NA,NA
shapes,XRKN5ZG6,test,6,post-pre,pentagon-trefoil,1,pentagon-trefoil-ring,ring-pentagon-trefoil,Oh my gosh,no_strategy,English,10,NA,NA,NA,NA,NA,NA,2,0,0.823529412,English,NA,NA
shapes,XRKN5ZG6,test,7,post-pre,parallelogram-quatrefoil,2,parallelogram-quatrefoil-pentagon,pentagon-parallelogram-quatrefoil,Oh my gosh,no_strategy,English,10,NA,NA,NA,NA,NA,NA,2,1,0.823529412,English,NA,NA
shapes,XRKN5ZG6,test,8,post-pre,hexagon-pac,1,hexagon-pac-scalene,scalene-hexagon-pac,Oh my gosh,no_strategy,English,10,NA,NA,NA,NA,NA,NA,1,1,0.823529412,English,NA,NA
shapes,XRKN5ZG6,test,9,post-pre,crescent-trefoil,2,crescent-trefoil-octagon,octagon-crescent-trefoil,Oh my gosh,no_strategy,English,10,NA,NA,NA,NA,NA,NA,2,1,0.823529412,English,NA,NA
shapes,XRKN5ZG6,test,10,post-pre,octagon-trapeze,2,octagon-trapeze-parallelogram,parallelogram-octagon-trapeze,Oh my gosh,no_strategy,English,10,NA,NA,NA,NA,NA,NA,1,0,0.823529412,English,NA,NA
shapes,XRKN5ZG6,test,11,post-diff,heart-parallelogram,1,heart-parallelogram-scalene,star-rectangle-trefoil,Oh my gosh,no_strategy,English,10,NA,NA,NA,NA,NA,NA,2,0,0.823529412,English,NA,NA
shapes,XRKN5ZG6,test,12,ident-pre,pentagon-triangle,1,pentagon-triangle,polygon-pentagon-triangle,Oh my gosh,no_strategy,English,10,NA,NA,NA,NA,NA,NA,1,1,0.823529412,English,NA,NA
shapes,XRKN5ZG6,test,13,post-pre,hexagon-scalene,2,hexagon-scalene-crescent,crescent-hexagon-scalene,Oh my gosh,no_strategy,English,10,NA,NA,NA,NA,NA,NA,1,0,0.823529412,English,NA,NA
shapes,XRKN5ZG6,test,14,ident-post,right-star,2,right-star,right-star-heart,Oh my gosh,no_strategy,English,10,NA,NA,NA,NA,NA,NA,2,1,0.823529412,English,NA,NA
shapes,XRKN5ZG6,test,15,post-pre,diamond-kite,1,diamond-kite-arrow,arrow-diamond-kite,Oh my gosh,no_strategy,English,10,NA,NA,NA,NA,NA,NA,1,1,0.823529412,English,NA,NA
shapes,XRKN5ZG6,test,16,post-pre,crescent-parallelogram,1,crescent-parallelogram-square,square-crescent-parallelogram,Oh my gosh,no_strategy,English,10,NA,NA,NA,NA,NA,NA,1,1,0.823529412,English,NA,NA
shapes,XRKN5ZG6,test,17,post-diff,arrow-semicircle,1,arrow-semicircle-heart,pentagon-heart-hexagon,Oh my gosh,no_strategy,English,10,NA,NA,NA,NA,NA,NA,1,1,0.823529412,English,NA,NA
shapes,XRKN5ZG6,test,18,ident-diff,polygon-semicircle,2,polygon-semicircle,square-trefoil-ellipse,Oh my gosh,no_strategy,English,10,NA,NA,NA,NA,NA,NA,2,1,0.823529412,English,NA,NA
shapes,XRKN5ZG6,test,19,post-pre,cross-diamond,1,cross-diamond-pac,pac-cross-diamond,Oh my gosh,no_strategy,English,10,NA,NA,NA,NA,NA,NA,2,0,0.823529412,English,NA,NA
shapes,XRKN5ZG6,test,20,post-pre,kite-trefoil,1,kite-trefoil-parallelogram,parallelogram-kite-trefoil,Oh my gosh,no_strategy,English,10,NA,NA,NA,NA,NA,NA,2,0,0.823529412,English,NA,NA
shapes,XRKN5ZG6,test,21,post-pre,cross-octagon,1,cross-octagon-circle,circle-cross-octagon,Oh my gosh,no_strategy,English,10,NA,NA,NA,NA,NA,NA,1,1,0.823529412,English,NA,NA
shapes,XRKN5ZG6,test,22,post-pre,pac-star,1,pac-star-trefoil,trefoil-pac-star,Oh my gosh,no_strategy,English,10,NA,NA,NA,NA,NA,NA,2,0,0.823529412,English,NA,NA
shapes,XRKN5ZG6,test,23,post-pre,cross-star,1,cross-star-pentagon,pentagon-cross-star,Oh my gosh,no_strategy,English,10,NA,NA,NA,NA,NA,NA,1,1,0.823529412,English,NA,NA
shapes,XRKN5ZG6,test,24,ident-pre,pentagon-quatrefoil,2,pentagon-quatrefoil,semicircle-pentagon-quatrefoil,Oh my gosh,no_strategy,English,10,NA,NA,NA,NA,NA,NA,2,1,0.823529412,English,NA,NA
shapes,XRKN5ZG6,test,25,post-pre,polygon-square,1,polygon-square-ellipse,ellipse-polygon-square,Oh my gosh,no_strategy,English,10,NA,NA,NA,NA,NA,NA,1,1,0.823529412,English,NA,NA
shapes,XRKN5ZG6,test,26,post-pre,heart-polygon,1,heart-polygon-triangle,triangle-heart-polygon,Oh my gosh,no_strategy,English,10,NA,NA,NA,NA,NA,NA,2,0,0.823529412,English,NA,NA
shapes,XRKN5ZG6,test,27,post-diff,pentagon-star,1,pentagon-star-diamond,trapeze-trefoil-triangle,Oh my gosh,no_strategy,English,10,NA,NA,NA,NA,NA,NA,1,1,0.823529412,English,NA,NA
shapes,XRKN5ZG6,test,28,ident-diff,star-triangle,2,star-triangle,arrow-circle-rectangle,Oh my gosh,no_strategy,English,10,NA,NA,NA,NA,NA,NA,2,1,0.823529412,English,NA,NA
shapes,XRKN5ZG6,test,29,pre-diff,rectangle-scalene,2,crescent-rectangle-scalene,rectangle-parallelogram-polygon,Oh my gosh,no_strategy,English,10,NA,NA,NA,NA,NA,NA,2,1,0.823529412,English,NA,NA
shapes,XRKN5ZG6,test,30,post-pre,ring-star,2,ring-star-kite,kite-ring-star,Oh my gosh,no_strategy,English,10,NA,NA,NA,NA,NA,NA,2,1,0.823529412,English,NA,NA
shapes,XRKN5ZG6,test,31,post-pre,pac-triangle,1,pac-triangle-square,square-pac-triangle,Oh my gosh,no_strategy,English,10,NA,NA,NA,NA,NA,NA,2,0,0.823529412,English,NA,NA
shapes,XRKN5ZG6,test,32,post-pre,circle-hexagon,2,circle-hexagon-triangle,triangle-circle-hexagon,Oh my gosh,no_strategy,English,10,NA,NA,NA,NA,NA,NA,2,1,0.823529412,English,NA,NA
shapes,XRKN5ZG6,test,33,ident-post,scalene-square,2,scalene-square,scalene-square-crescent,Oh my gosh,no_strategy,English,10,NA,NA,NA,NA,NA,NA,1,0,0.823529412,English,NA,NA
shapes,XRKN5ZG6,test,34,post-pre,square-star,1,square-star-semicircle,semicircle-square-star,Oh my gosh,no_strategy,English,10,NA,NA,NA,NA,NA,NA,1,1,0.823529412,English,NA,NA
shapes,XRKN5ZG6,test,35,post-pre,rectangle-square,2,rectangle-square-heart,heart-rectangle-square,Oh my gosh,no_strategy,English,10,NA,NA,NA,NA,NA,NA,2,1,0.823529412,English,NA,NA
shapes,XRKN5ZG6,test,36,ident-pre,kite-pac,2,kite-pac,rectangle-kite-pac,Oh my gosh,no_strategy,English,10,NA,NA,NA,NA,NA,NA,2,1,0.823529412,English,NA,NA
shapes,XRKN5ZG6,test,37,pre-diff,heart-trefoil,2,semicircle-heart-trefoil,trefoil-star-pac,Oh my gosh,no_strategy,English,10,NA,NA,NA,NA,NA,NA,2,1,0.823529412,English,NA,NA
shapes,XRKN5ZG6,test,38,ident-post,pentagon-polygon,1,pentagon-polygon,pentagon-polygon-crescent,Oh my gosh,no_strategy,English,10,NA,NA,NA,NA,NA,NA,1,1,0.823529412,English,NA,NA
shapes,XRKN5ZG6,test,39,pre-diff,circle-quatrefoil,2,rectangle-circle-quatrefoil,semicircle-cross-trefoil,Oh my gosh,no_strategy,English,10,NA,NA,NA,NA,NA,NA,2,1,0.823529412,English,NA,NA
shapes,11YN6LO7,test,0,ident-post,kite-trefoil,1,kite-trefoil,kite-trefoil-quatrefoil,just tried to memorize,no_strategy,English,10,NA,NA,NA,NA,NA,NA,1,1,0.941176471,English,NA,NA
shapes,11YN6LO7,test,1,pre-diff,scalene-semicircle,2,trefoil-scalene-semicircle,ellipse-right-octagon,just tried to memorize,no_strategy,English,10,NA,NA,NA,NA,NA,NA,1,0,0.941176471,English,NA,NA
shapes,11YN6LO7,test,0,pre-diff,circle-square,1,parallelogram-circle-square,triangle-quatrefoil-heart,just tried to memorize,no_strategy,English,10,NA,NA,NA,NA,NA,NA,1,1,0.941176471,English,NA,NA
shapes,11YN6LO7,test,1,post-pre,heart-rectangle,2,heart-rectangle-cross,cross-heart-rectangle,just tried to memorize,no_strategy,English,10,NA,NA,NA,NA,NA,NA,1,0,0.941176471,English,NA,NA
shapes,11YN6LO7,test,2,ident-pre,heart-ring,1,heart-ring,arrow-heart-ring,just tried to memorize,no_strategy,English,10,NA,NA,NA,NA,NA,NA,1,1,0.941176471,English,NA,NA
shapes,11YN6LO7,test,3,post-pre,arrow-pac,1,arrow-pac-semicircle,semicircle-arrow-pac,just tried to memorize,no_strategy,English,10,NA,NA,NA,NA,NA,NA,1,1,0.941176471,English,NA,NA
shapes,11YN6LO7,test,4,ident-post,diamond-ellipse,1,diamond-ellipse,diamond-ellipse-hexagon,just tried to memorize,no_strategy,English,10,NA,NA,NA,NA,NA,NA,1,1,0.941176471,English,NA,NA
shapes,11YN6LO7,test,5,ident-diff,diamond-parallelogram,1,diamond-parallelogram,pentagon-trapeze-star,just tried to memorize,no_strategy,English,10,NA,NA,NA,NA,NA,NA,1,1,0.941176471,English,NA,NA
shapes,11YN6LO7,test,6,post-pre,kite-triangle,2,kite-triangle-quatrefoil,quatrefoil-kite-triangle,just tried to memorize,no_strategy,English,10,NA,NA,NA,NA,NA,NA,1,0,0.941176471,English,NA,NA
shapes,11YN6LO7,test,7,ident-pre,heart-triangle,2,heart-triangle,diamond-heart-triangle,just tried to memorize,no_strategy,English,10,NA,NA,NA,NA,NA,NA,2,1,0.941176471,English,NA,NA
shapes,11YN6LO7,test,8,ident-post,kite-octagon,2,kite-octagon,kite-octagon-triangle,just tried to memorize,no_strategy,English,10,NA,NA,NA,NA,NA,NA,2,1,0.941176471,English,NA,NA
shapes,11YN6LO7,test,9,post-pre,crescent-ellipse,2,crescent-ellipse-circle,circle-crescent-ellipse,just tried to memorize,no_strategy,English,10,NA,NA,NA,NA,NA,NA,2,1,0.941176471,English,NA,NA
shapes,11YN6LO7,test,10,post-diff,pentagon-quatrefoil,2,pentagon-quatrefoil-triangle,crescent-ring-square,just tried to memorize,no_strategy,English,10,NA,NA,NA,NA,NA,NA,2,1,0.941176471,English,NA,NA
shapes,11YN6LO7,test,11,post-pre,rectangle-ring,1,rectangle-ring-polygon,polygon-rectangle-ring,just tried to memorize,no_strategy,English,10,NA,NA,NA,NA,NA,NA,1,1,0.941176471,English,NA,NA
shapes,11YN6LO7,test,12,post-pre,cross-rectangle,1,cross-rectangle-right,right-cross-rectangle,just tried to memorize,no_strategy,English,10,NA,NA,NA,NA,NA,NA,1,1,0.941176471,English,NA,NA
shapes,11YN6LO7,test,13,pre-diff,parallelogram-right,2,polygon-parallelogram-right,quatrefoil-trapeze-triangle,just tried to memorize,no_strategy,English,10,NA,NA,NA,NA,NA,NA,2,1,0.941176471,English,NA,NA
shapes,11YN6LO7,test,14,post-pre,ellipse-ring,1,ellipse-ring-rectangle,rectangle-ellipse-ring,just tried to memorize,no_strategy,English,10,NA,NA,NA,NA,NA,NA,1,1,0.941176471,English,NA,NA
shapes,11YN6LO7,test,15,ident-diff,arrow-scalene,1,arrow-scalene,cross-right-octagon,just tried to memorize,no_strategy,English,10,NA,NA,NA,NA,NA,NA,1,1,0.941176471,English,NA,NA
shapes,11YN6LO7,test,16,post-pre,circle-rectangle,2,circle-rectangle-ellipse,ellipse-circle-rectangle,just tried to memorize,no_strategy,English,10,NA,NA,NA,NA,NA,NA,1,0,0.941176471,English,NA,NA
shapes,11YN6LO7,test,17,post-pre,octagon-quatrefoil,1,octagon-quatrefoil-hexagon,hexagon-octagon-quatrefoil,just tried to memorize,no_strategy,English,10,NA,NA,NA,NA,NA,NA,1,1,0.941176471,English,NA,NA
shapes,11YN6LO7,test,18,post-pre,right-semicircle,1,right-semicircle-kite,kite-right-semicircle,just tried to memorize,no_strategy,English,10,NA,NA,NA,NA,NA,NA,1,1,0.941176471,English,NA,NA
shapes,11YN6LO7,test,19,post-pre,hexagon-pac,1,hexagon-pac-kite,kite-hexagon-pac,just tried to memorize,no_strategy,English,10,NA,NA,NA,NA,NA,NA,1,1,0.941176471,English,NA,NA
shapes,11YN6LO7,test,20,ident-post,diamond-kite,2,diamond-kite,diamond-kite-rectangle,just tried to memorize,no_strategy,English,10,NA,NA,NA,NA,NA,NA,2,1,0.941176471,English,NA,NA
shapes,11YN6LO7,test,21,post-pre,crescent-parallelogram,1,crescent-parallelogram-pentagon,pentagon-crescent-parallelogram,just tried to memorize,no_strategy,English,10,NA,NA,NA,NA,NA,NA,1,1,0.941176471,English,NA,NA
shapes,11YN6LO7,test,22,post-pre,semicircle-trefoil,1,semicircle-trefoil-rectangle,rectangle-semicircle-trefoil,just tried to memorize,no_strategy,English,10,NA,NA,NA,NA,NA,NA,1,1,0.941176471,English,NA,NA
shapes,11YN6LO7,test,23,post-pre,circle-cross,2,circle-cross-scalene,scalene-circle-cross,just tried to memorize,no_strategy,English,10,NA,NA,NA,NA,NA,NA,2,1,0.941176471,English,NA,NA
shapes,11YN6LO7,test,24,post-pre,trapeze-trefoil,2,trapeze-trefoil-pentagon,pentagon-trapeze-trefoil,just tried to memorize,no_strategy,English,10,NA,NA,NA,NA,NA,NA,2,1,0.941176471,English,NA,NA
shapes,11YN6LO7,test,25,post-pre,square-triangle,2,square-triangle-pac,pac-square-triangle,just tried to memorize,no_strategy,English,10,NA,NA,NA,NA,NA,NA,2,1,0.941176471,English,NA,NA
shapes,11YN6LO7,test,26,post-diff,polygon-quatrefoil,1,polygon-quatrefoil-cross,pentagon-scalene-right,just tried to memorize,no_strategy,English,10,NA,NA,NA,NA,NA,NA,1,1,0.941176471,English,NA,NA
shapes,11YN6LO7,test,27,post-pre,hexagon-parallelogram,2,hexagon-parallelogram-trefoil,trefoil-hexagon-parallelogram,just tried to memorize,no_strategy,English,10,NA,NA,NA,NA,NA,NA,2,1,0.941176471,English,NA,NA
shapes,11YN6LO7,test,28,post-pre,crescent-trapeze,2,crescent-trapeze-kite,kite-crescent-trapeze,just tried to memorize,no_strategy,English,10,NA,NA,NA,NA,NA,NA,2,1,0.941176471,English,NA,NA
shapes,11YN6LO7,test,29,ident-diff,octagon-triangle,1,octagon-triangle,circle-arrow-trefoil,just tried to memorize,no_strategy,English,10,NA,NA,NA,NA,NA,NA,1,1,0.941176471,English,NA,NA
shapes,11YN6LO7,test,30,post-pre,heart-pentagon,2,heart-pentagon-rectangle,rectangle-heart-pentagon,just tried to memorize,no_strategy,English,10,NA,NA,NA,NA,NA,NA,2,1,0.941176471,English,NA,NA
